center_id,meal_id,category,cuisine,center_type,op_area,latest_week,checkout_price,base_price,emailer_for_promotion,homepage_featured,orders_lag_1,orders_lag_2,orders_roll_mean_4,category_code,cuisine_code,center_type_code,discount,discount_pct,meal_label
11,1109,Rice Bowl,Indian,TYPE_A,3.7,145,271.6,272.6,0,0,986.0,1080.0,952.5,8,1,0,1.0,0.0036683785766691,Meal 1109 — Rice Bowl (Indian)
11,1198,Extras,Thai,TYPE_A,3.7,145,169.75,219.22,0,0,162.0,230.0,283.75,3,3,0,49.47,0.2256637168141592,Meal 1198 — Extras (Thai)
11,1207,Beverages,Continental,TYPE_A,3.7,145,377.39,375.39,0,0,96.0,109.0,122.25,0,0,0,-2.0,-0.0053277924292069,Meal 1207 — Beverages (Continental)
11,1216,Pasta,Italian,TYPE_A,3.7,145,435.56,435.56,0,0,177.0,161.0,112.0,6,2,0,0.0,0.0,Meal 1216 — Pasta (Italian)
11,1230,Beverages,Continental,TYPE_A,3.7,145,365.75,364.75,0,0,175.0,109.0,141.75,0,0,0,-1.0,-0.0027416038382453,Meal 1230 — Beverages (Continental)
11,1247,Biryani,Indian,TYPE_A,3.7,145,447.23,447.23,0,0,13.0,15.0,17.0,1,1,0,0.0,0.0,Meal 1247 — Biryani (Indian)
11,1248,Beverages,Indian,TYPE_A,3.7,145,164.93,164.93,0,0,54.0,40.0,61.0,0,1,0,0.0,0.0,Meal 1248 — Beverages (Indian)
11,1311,Extras,Thai,TYPE_A,3.7,145,188.21,188.21,0,0,338.0,297.0,425.0,3,3,0,0.0,0.0,Meal 1311 — Extras (Thai)
11,1438,Soup,Thai,TYPE_A,3.7,145,195.0,194.0,0,1,109.0,379.0,186.75,12,3,0,-1.0,-0.0051546391752577,Meal 1438 — Soup (Thai)
11,1445,Seafood,Continental,TYPE_A,3.7,145,727.53,727.53,0,0,163.0,230.0,128.5,11,0,0,0.0,0.0,Meal 1445 — Seafood (Continental)
11,1525,Other Snacks,Thai,TYPE_A,3.7,145,319.13,319.13,0,0,216.0,257.0,257.25,5,3,0,0.0,0.0,Meal 1525 — Other Snacks (Thai)
11,1543,Desert,Indian,TYPE_A,3.7,145,486.03,484.03,0,0,69.0,134.0,104.75,2,1,0,-2.0,-0.0041319752907877,Meal 1543 — Desert (Indian)
11,1558,Pizza,Continental,TYPE_A,3.7,145,563.6,564.6,0,0,148.0,107.0,415.5,7,0,0,1.0,0.0017711654268508,Meal 1558 — Pizza (Continental)
11,1571,Fish,Continental,TYPE_A,3.7,144,590.73,591.73,0,0,55.0,54.0,78.25,4,0,0,1.0,0.0016899599479492,Meal 1571 — Fish (Continental)
11,1727,Rice Bowl,Indian,TYPE_A,3.7,145,464.63,465.63,0,0,554.0,568.0,595.0,8,1,0,1.0,0.0021476279449348,Meal 1727 — Rice Bowl (Indian)
11,1754,Sandwich,Italian,TYPE_A,3.7,145,314.31,315.31,0,0,783.0,797.0,776.0,10,2,0,1.0,0.0031714820335542,Meal 1754 — Sandwich (Italian)
11,1770,Biryani,Indian,TYPE_A,3.7,144,486.03,486.03,0,0,15.0,27.0,23.75,1,1,0,0.0,0.0,Meal 1770 — Biryani (Indian)
11,1778,Beverages,Italian,TYPE_A,3.7,145,179.45,181.45,0,0,879.0,811.0,918.5,0,2,0,2.0,0.0110223201984017,Meal 1778 — Beverages (Italian)
11,1803,Extras,Thai,TYPE_A,3.7,145,186.3,208.61,0,0,420.0,473.0,473.0,3,3,0,22.31,0.1069459757442116,Meal 1803 — Extras (Thai)
11,1847,Soup,Thai,TYPE_A,3.7,145,195.0,195.0,0,1,95.0,188.0,98.0,12,3,0,0.0,0.0,Meal 1847 — Soup (Thai)
11,1878,Starters,Thai,TYPE_A,3.7,145,321.13,321.13,0,1,123.0,27.0,88.5,13,3,0,0.0,0.0,Meal 1878 — Starters (Thai)
11,1885,Beverages,Thai,TYPE_A,3.7,145,157.14,158.14,0,0,1621.0,1444.0,1448.25,0,3,0,1.0,0.0063235108132034,Meal 1885 — Beverages (Thai)
11,1902,Biryani,Indian,TYPE_A,3.7,145,446.23,445.23,0,0,42.0,41.0,41.0,1,1,0,-1.0,-0.0022460301417245,Meal 1902 — Biryani (Indian)
11,1962,Pizza,Continental,TYPE_A,3.7,145,562.6,562.6,0,0,283.0,365.0,921.75,7,0,0,0.0,0.0,Meal 1962 — Pizza (Continental)
11,1971,Sandwich,Italian,TYPE_A,3.7,145,344.35,344.35,0,0,323.0,297.0,317.75,10,2,0,0.0,0.0,Meal 1971 — Sandwich (Italian)
11,1993,Beverages,Thai,TYPE_A,3.7,145,157.14,157.14,0,0,971.0,730.0,948.75,0,3,0,0.0,0.0,Meal 1993 — Beverages (Thai)
11,2126,Pasta,Italian,TYPE_A,3.7,145,486.03,486.03,0,0,15.0,15.0,31.25,6,2,0,0.0,0.0,Meal 2126 — Pasta (Italian)
11,2139,Beverages,Indian,TYPE_A,3.7,145,288.12,289.12,0,0,94.0,107.0,66.75,0,1,0,1.0,0.0034587714443829,Meal 2139 — Beverages (Indian)
11,2290,Rice Bowl,Indian,TYPE_A,3.7,145,285.24,284.24,0,0,1121.0,836.0,877.5,8,1,0,-1.0,-0.0035181536729524,Meal 2290 — Rice Bowl (Indian)
11,2304,Desert,Indian,TYPE_A,3.7,145,486.03,484.03,0,0,53.0,148.0,80.5,2,1,0,-2.0,-0.0041319752907877,Meal 2304 — Desert (Indian)
11,2306,Pasta,Italian,TYPE_A,3.7,145,242.5,337.62,1,0,55.0,15.0,24.75,6,2,0,95.12,0.2817368639298619,Meal 2306 — Pasta (Italian)
11,2322,Beverages,Continental,TYPE_A,3.7,145,368.6,369.6,0,0,135.0,175.0,182.25,0,0,0,1.0,0.0027056277056277,Meal 2322 — Beverages (Continental)
11,2444,Seafood,Continental,TYPE_A,3.7,145,728.53,728.53,0,0,431.0,296.0,205.75,11,0,0,0.0,0.0,Meal 2444 — Seafood (Continental)
11,2490,Salad,Italian,TYPE_A,3.7,145,290.03,292.03,0,0,366.0,431.0,351.75,9,2,0,2.0,0.0068486114440297,Meal 2490 — Salad (Italian)
11,2492,Desert,Indian,TYPE_A,3.7,145,388.03,388.03,0,0,40.0,42.0,37.25,2,1,0,0.0,0.0,Meal 2492 — Desert (Indian)
11,2494,Soup,Thai,TYPE_A,3.7,145,194.0,195.0,0,1,136.0,161.0,114.5,12,3,0,1.0,0.0051282051282051,Meal 2494 — Soup (Thai)
11,2539,Beverages,Thai,TYPE_A,3.7,145,160.11,158.11,0,0,352.0,514.0,452.5,0,3,0,-2.0,-0.012649421288976,Meal 2539 — Beverages (Thai)
11,2569,Salad,Italian,TYPE_A,3.7,145,241.53,308.52,0,0,944.0,190.0,384.75,9,2,0,66.98999999999998,0.2171334111240762,Meal 2569 — Salad (Italian)
11,2577,Starters,Thai,TYPE_A,3.7,145,319.13,321.13,0,0,107.0,41.0,70.75,13,3,0,2.0,0.0062280073490486,Meal 2577 — Starters (Thai)
11,2581,Pizza,Continental,TYPE_A,3.7,145,564.6,563.6,0,0,177.0,121.0,422.75,7,0,0,-1.0,-0.0017743080198722,Meal 2581 — Pizza (Continental)
11,2631,Beverages,Indian,TYPE_A,3.7,145,163.93,163.93,0,0,53.0,107.0,104.25,0,1,0,0.0,0.0,Meal 2631 — Beverages (Indian)
11,2640,Starters,Thai,TYPE_A,3.7,145,320.13,320.13,0,0,123.0,96.0,109.0,13,3,0,0.0,0.0,Meal 2640 — Starters (Thai)
11,2664,Salad,Italian,TYPE_A,3.7,145,235.74,307.52,0,0,933.0,472.0,526.75,9,2,0,71.77999999999997,0.2334157127991674,Meal 2664 — Salad (Italian)
11,2704,Other Snacks,Thai,TYPE_A,3.7,145,321.13,319.13,0,0,176.0,163.0,193.5,5,3,0,-2.0,-0.0062670385109516,Meal 2704 — Other Snacks (Thai)
11,2707,Beverages,Italian,TYPE_A,3.7,145,237.71,236.71,0,0,1133.0,1135.0,989.5,0,2,0,-1.0,-0.0042245785982848,Meal 2707 — Beverages (Italian)
11,2760,Other Snacks,Thai,TYPE_A,3.7,145,170.78,242.53,0,1,419.0,108.0,209.75,5,3,0,71.75,0.2958396899352657,Meal 2760 — Other Snacks (Thai)
11,2826,Sandwich,Italian,TYPE_A,3.7,145,365.69,365.69,0,0,472.0,701.0,610.75,10,2,0,0.0,0.0,Meal 2826 — Sandwich (Italian)
11,2867,Seafood,Continental,TYPE_A,3.7,145,727.53,727.53,0,1,188.0,176.0,101.5,11,0,0,0.0,0.0,Meal 2867 — Seafood (Continental)
11,2956,Fish,Continental,TYPE_A,3.7,145,639.23,640.23,0,0,67.0,67.0,63.75,4,0,0,1.0,0.0015619386782874,Meal 2956 — Fish (Continental)
13,1062,Beverages,Italian,TYPE_B,6.7,145,189.21,189.21,0,0,1243.0,1093.0,1077.0,0,2,1,0.0,0.0,Meal 1062 — Beverages (Italian)
13,1109,Rice Bowl,Indian,TYPE_B,6.7,145,287.18,285.18,0,0,2161.0,1930.0,1832.5,8,1,1,-2.0,-0.0070131145241601,Meal 1109 — Rice Bowl (Indian)
13,1198,Extras,Thai,TYPE_B,6.7,145,174.6,176.6,0,0,419.0,298.0,449.75,3,3,1,2.0,0.0113250283125707,Meal 1198 — Extras (Thai)
13,1207,Beverages,Continental,TYPE_B,6.7,145,388.0,388.0,0,0,81.0,107.0,104.5,0,0,1,0.0,0.0,Meal 1207 — Beverages (Continental)
13,1216,Pasta,Italian,TYPE_B,6.7,145,408.37,409.37,0,0,284.0,324.0,223.0,6,2,1,1.0,0.0024427779270586,Meal 1216 — Pasta (Italian)
13,1230,Beverages,Continental,TYPE_B,6.7,145,378.36,376.36,0,0,163.0,163.0,179.5,0,0,1,-2.0,-0.0053140610054203,Meal 1230 — Beverages (Continental)
13,1247,Biryani,Indian,TYPE_B,6.7,145,447.23,446.23,0,0,69.0,188.0,84.5,1,1,1,-1.0,-0.0022409967953745,Meal 1247 — Biryani (Indian)
13,1248,Beverages,Indian,TYPE_B,6.7,145,164.93,163.93,0,0,109.0,109.0,98.25,0,1,1,-1.0,-0.006100164704447,Meal 1248 — Beverages (Indian)
13,1311,Extras,Thai,TYPE_B,6.7,145,150.38,200.79,0,0,485.0,445.0,543.0,3,3,1,50.41,0.2510583196374321,Meal 1311 — Extras (Thai)
13,1438,Soup,Thai,TYPE_B,6.7,145,195.0,196.0,0,0,175.0,202.0,196.0,12,3,1,1.0,0.0051020408163265,Meal 1438 — Soup (Thai)
13,1445,Seafood,Continental,TYPE_B,6.7,145,727.53,726.53,0,0,364.0,420.0,243.5,11,0,1,-1.0,-0.0013764056542744,Meal 1445 — Seafood (Continental)
13,1525,Other Snacks,Thai,TYPE_B,6.7,145,321.13,319.13,0,0,459.0,513.0,496.75,5,3,1,-2.0,-0.0062670385109516,Meal 1525 — Other Snacks (Thai)
13,1543,Desert,Indian,TYPE_B,6.7,145,484.03,485.03,0,0,298.0,310.0,263.75,2,1,1,1.0,0.0020617281405273,Meal 1543 — Desert (Indian)
13,1558,Pizza,Continental,TYPE_B,6.7,145,564.6,563.6,0,0,230.0,271.0,456.0,7,0,1,-1.0,-0.0017743080198722,Meal 1558 — Pizza (Continental)
13,1571,Fish,Continental,TYPE_B,6.7,145,641.23,639.23,0,0,351.0,284.0,300.5,4,0,1,-2.0,-0.0031287642945418,Meal 1571 — Fish (Continental)
13,1727,Rice Bowl,Indian,TYPE_B,6.7,145,455.9,456.9,0,0,825.0,986.0,814.25,8,1,1,1.0,0.0021886627270737,Meal 1727 — Rice Bowl (Indian)
13,1754,Sandwich,Italian,TYPE_B,6.7,145,317.25,315.25,0,0,1297.0,1133.0,1168.0,10,2,1,-2.0,-0.0063441712926249,Meal 1754 — Sandwich (Italian)
13,1770,Biryani,Indian,TYPE_B,6.7,145,485.03,486.03,0,0,55.0,26.0,54.0,1,1,1,1.0,0.0020574861634055,Meal 1770 — Biryani (Indian)
13,1778,Beverages,Italian,TYPE_B,6.7,145,190.18,189.18,0,0,771.0,1079.0,928.5,0,2,1,-1.0,-0.0052859710328787,Meal 1778 — Beverages (Italian)
13,1803,Extras,Thai,TYPE_B,6.7,145,192.09,192.09,0,0,581.0,473.0,594.0,3,3,1,0.0,0.0,Meal 1803 — Extras (Thai)
13,1847,Soup,Thai,TYPE_B,6.7,145,194.0,194.0,0,0,216.0,190.0,203.0,12,3,1,0.0,0.0,Meal 1847 — Soup (Thai)
13,1878,Starters,Thai,TYPE_B,6.7,145,302.7,300.7,0,0,188.0,136.0,152.25,13,3,1,-2.0,-0.0066511473229132,Meal 1878 — Starters (Thai)
13,1885,Beverages,Thai,TYPE_B,6.7,145,159.14,151.38,0,1,2403.0,3172.0,2858.75,0,3,1,-7.759999999999991,-0.0512617254591094,Meal 1885 — Beverages (Thai)
13,1902,Biryani,Indian,TYPE_B,6.7,145,446.23,446.23,0,0,109.0,107.0,104.75,1,1,1,0.0,0.0,Meal 1902 — Biryani (Indian)
13,1962,Pizza,Continental,TYPE_B,6.7,145,564.6,562.6,0,0,661.0,594.0,1188.0,7,0,1,-2.0,-0.0035549235691432,Meal 1962 — Pizza (Continental)
13,1971,Sandwich,Italian,TYPE_B,6.7,145,346.35,344.35,0,0,377.0,379.0,357.5,10,2,1,-2.0,-0.0058080441411354,Meal 1971 — Sandwich (Italian)
13,1993,Beverages,Thai,TYPE_B,6.7,145,159.14,149.41,0,1,1986.0,1876.0,1901.0,0,3,1,-9.72999999999999,-0.0651228164112174,Meal 1993 — Beverages (Thai)
13,2104,Fish,Continental,TYPE_B,6.7,145,641.23,641.23,0,0,109.0,177.0,146.0,4,0,1,0.0,0.0,Meal 2104 — Fish (Continental)
13,2126,Pasta,Italian,TYPE_B,6.7,145,484.03,507.31,0,1,82.0,15.0,34.0,6,2,1,23.28000000000003,0.0458891013384321,Meal 2126 — Pasta (Italian)
13,2139,Beverages,Indian,TYPE_B,6.7,145,292.03,290.03,0,0,148.0,94.0,145.0,0,1,1,-2.0,-0.0068958383615488,Meal 2139 — Beverages (Indian)
13,2290,Rice Bowl,Indian,TYPE_B,6.7,145,290.09,289.09,0,0,2350.0,2283.0,2262.0,8,1,1,-1.0,-0.0034591303746238,Meal 2290 — Rice Bowl (Indian)
13,2304,Desert,Indian,TYPE_B,6.7,145,486.03,485.03,0,0,175.0,148.0,144.5,2,1,1,-1.0,-0.0020617281405273,Meal 2304 — Desert (Indian)
13,2306,Pasta,Italian,TYPE_B,6.7,145,247.38,335.62,1,0,82.0,54.0,84.75,6,2,1,88.24000000000001,0.2629163935403135,Meal 2306 — Pasta (Italian)
13,2322,Beverages,Continental,TYPE_B,6.7,145,377.36,378.36,0,0,204.0,162.0,206.5,0,0,1,1.0,0.0026429855164393,Meal 2322 — Beverages (Continental)
13,2444,Seafood,Continental,TYPE_B,6.7,145,726.53,726.53,0,0,487.0,593.0,324.25,11,0,1,0.0,0.0,Meal 2444 — Seafood (Continental)
13,2490,Salad,Italian,TYPE_B,6.7,145,291.03,292.03,0,0,323.0,351.0,381.25,9,2,1,1.0,0.0034243057220148,Meal 2490 — Salad (Italian)
13,2492,Desert,Indian,TYPE_B,6.7,145,387.03,387.03,0,0,42.0,96.0,85.75,2,1,1,0.0,0.0,Meal 2492 — Desert (Indian)
13,2494,Soup,Thai,TYPE_B,6.7,145,195.0,194.0,0,0,177.0,216.0,213.25,12,3,1,-1.0,-0.0051546391752577,Meal 2494 — Soup (Thai)
13,2539,Beverages,Thai,TYPE_B,6.7,145,157.2,150.38,0,1,730.0,676.0,658.5,0,3,1,-6.819999999999993,-0.0453517755020614,Meal 2539 — Beverages (Thai)
13,2569,Salad,Italian,TYPE_B,6.7,145,241.53,337.56,0,0,1066.0,473.0,587.5,9,2,1,96.03,0.2844827586206896,Meal 2569 — Salad (Italian)
13,2577,Starters,Thai,TYPE_B,6.7,145,321.13,320.13,0,1,243.0,298.0,246.5,13,3,1,-1.0,-0.0031237309842876,Meal 2577 — Starters (Thai)
13,2581,Pizza,Continental,TYPE_B,6.7,145,564.6,563.6,0,0,244.0,285.0,588.25,7,0,1,-1.0,-0.0017743080198722,Meal 2581 — Pizza (Continental)
13,2631,Beverages,Indian,TYPE_B,6.7,145,163.96,162.96,0,0,257.0,134.0,202.25,0,1,1,-1.0,-0.0061364752086401,Meal 2631 — Beverages (Indian)
13,2640,Starters,Thai,TYPE_B,6.7,145,321.13,319.13,0,0,566.0,473.0,499.5,13,3,1,-2.0,-0.0062670385109516,Meal 2640 — Starters (Thai)
13,2664,Salad,Italian,TYPE_B,6.7,145,241.59,335.62,0,0,1106.0,418.0,574.0,9,2,1,94.03,0.2801680471962338,Meal 2664 — Salad (Italian)
13,2704,Other Snacks,Thai,TYPE_B,6.7,145,319.13,320.13,0,0,325.0,377.0,347.25,5,3,1,1.0,0.0031237309842876,Meal 2704 — Other Snacks (Thai)
13,2707,Beverages,Italian,TYPE_B,6.7,145,230.86,231.86,0,0,2012.0,1782.0,1856.5,0,2,1,1.0,0.0043129474682998,Meal 2707 — Beverages (Italian)
13,2760,Other Snacks,Thai,TYPE_B,6.7,145,162.99,241.53,0,1,1715.0,392.0,681.75,5,3,1,78.53999999999999,0.3251769966463793,Meal 2760 — Other Snacks (Thai)
13,2826,Sandwich,Italian,TYPE_B,6.7,145,379.33,378.33,0,0,879.0,998.0,979.0,10,2,1,-1.0,-0.0026431950942299,Meal 2826 — Sandwich (Italian)
13,2867,Seafood,Continental,TYPE_B,6.7,145,727.53,727.53,0,1,460.0,445.0,280.5,11,0,1,0.0,0.0,Meal 2867 — Seafood (Continental)
13,2956,Fish,Continental,TYPE_B,6.7,145,637.29,638.29,0,0,311.0,310.0,293.5,4,0,1,1.0,0.0015666859891271,Meal 2956 — Fish (Continental)
14,1062,Beverages,Italian,TYPE_C,2.7,145,193.03,193.03,0,0,447.0,325.0,412.0,0,2,2,0.0,0.0,Meal 1062 — Beverages (Italian)
14,1109,Rice Bowl,Indian,TYPE_C,2.7,145,290.06,291.06,0,0,296.0,472.0,347.75,8,1,2,1.0,0.003435717721432,Meal 1109 — Rice Bowl (Indian)
14,1198,Extras,Thai,TYPE_C,2.7,64,143.62,179.51,0,0,121.0,177.0,162.25,3,3,2,35.889999999999986,0.1999331513564703,Meal 1198 — Extras (Thai)
14,1207,Beverages,Continental,TYPE_C,2.7,145,383.15,384.15,0,0,107.0,188.0,151.25,0,0,2,1.0,0.0026031498112716,Meal 1207 — Beverages (Continental)
